red,green,blue,label
193,203,246,blue
166,17,25,red
156,7,114,pink
241,217,208,orange
254,118,129,red
154,248,114,green
226,90,113,red
241,228,91,yellow
238,221,238,pink
177,176,145,yellow
37,47,34,green
199,229,206,green
100,211,49,green
161,218,16,green
21,121,113,blue
76,28,130,purple
227,191,192,red
64,28,48,pink
199,5,15,red
76,34,109,purple
148,61,69,red
221,250,148,green
182,182,2,yellow
74,229,46,green
193,175,154,orange
89,82,29,yellow
190,145,232,purple
248,180,183,red
140,89,177,purple
162,134,187,purple
34,126,201,blue
52,5,122,purple
131,22,105,pink
172,168,139,yellow
44,63,55,green
57,9,28,pink
79,80,47,yellow
74,9,154,purple
96,210,195,blue
160,110,24,orange
241,19,112,pink
31,15,30,pink
87,79,15,yellow
77,61,102,purple
192,175,212,purple
113,126,152,blue
229,214,250,purple
145,67,3,orange
37,36,50,blue
41,31,55,purple
196,166,169,red
96,159,131,green
204,102,117,red
188,169,208,purple
247,202,246,pink
231,238,32,yellow
110,92,58,orange
200,40,48,red
225,199,71,yellow
59,21,2,orange
48,126,171,blue
56,39,21,orange
183,76,246,purple
162,230,204,green
103,22,156,purple
172,191,205,blue
150,127,173,purple
103,157,228,blue
32,177,157,blue
77,78,44,yellow
201,141,147,red
150,39,55,red
179,184,40,yellow
166,100,105,red
64,43,46,red
30,160,241,blue
116,106,11,yellow
162,196,23,green
115,102,38,yellow
135,127,54,yellow
192,172,226,purple
230,85,246,pink
63,53,39,orange
82,77,35,yellow
198,231,218,green
254,108,118,red
217,220,168,yellow
6,91,203,blue
205,186,242,purple
30,41,164,blue
22,5,41,purple
48,47,76,blue
209,123,31,orange
130,176,139,green
140,185,186,blue
108,10,178,purple
130,38,52,red
189,149,112,orange
136,68,80,red
231,226,203,yellow
245,107,116,red
168,138,139,red
36,17,54,purple
88,8,145,purple
233,195,254,purple
40,30,21,orange
201,54,63,red
29,107,20,green
136,169,175,blue
9,88,37,green
192,7,25,red
225,218,183,yellow
48,29,58,purple
217,219,194,yellow
27,4,57,purple
87,206,54,green
89,85,29,yellow
71,148,92,green
244,31,120,pink
220,161,101,orange
147,146,108,yellow
218,190,192,red
225,208,236,purple
31,22,15,orange
181,99,64,orange
224,118,190,pink
71,70,42,yellow
92,188,95,green
226,228,139,yellow
136,51,22,orange
118,110,242,blue
252,212,244,pink
219,117,132,red
171,37,248,purple
213,153,129,orange
242,196,135,orange
201,13,35,red
202,236,203,green
147,220,116,green
217,140,152,red
91,67,68,red
238,109,253,pink
186,224,133,green
126,147,165,blue
196,173,110,orange
151,90,221,purple
196,115,28,orange
11,50,23,green
218,221,146,yellow
30,21,27,pink
227,150,161,red
167,165,192,blue
82,47,152,purple
47,47,86,blue
184,181,222,blue
32,6,65,purple
18,89,81,blue
170,141,144,red
211,85,104,red
254,185,193,red
34,26,41,purple
190,226,80,green
253,233,211,orange
195,191,65,yellow
247,156,29,orange
181,74,81,red
109,149,162,blue
30,225,20,green
53,52,28,yellow
220,212,203,orange
96,235,150,green
238,209,190,orange
42,76,51,green
253,233,201,orange
117,116,56,yellow
66,32,16,orange
121,229,251,blue
53,51,33,yellow
82,0,86,pink
54,70,7,green
62,40,41,red
250,127,141,red
41,27,70,purple
237,238,191,yellow
41,46,31,green
202,171,150,orange
99,93,54,yellow
116,114,47,yellow
97,64,100,pink
138,31,152,pink
157,94,72,orange
77,109,172,blue
145,34,47,red
188,170,213,purple
11,15,91,blue
164,106,112,red
193,144,118,orange
46,34,5,orange
23,12,39,purple
6,30,56,blue
248,201,227,pink
38,90,45,green
100,22,56,pink
59,44,12,orange
1,48,142,blue
204,181,143,orange
144,126,24,yellow
208,239,251,blue
216,176,179,red
113,77,147,purple
240,249,220,green
63,53,29,orange
217,217,181,yellow
116,107,57,yellow
115,110,74,yellow
202,176,7,yellow
185,212,199,green
207,202,241,blue
148,20,35,red
210,185,127,orange
234,225,231,pink
112,115,43,yellow
130,160,39,green
89,94,64,green
115,47,152,purple
182,184,211,blue
103,24,201,purple
224,228,235,blue
131,111,165,purple
198,245,183,green
169,127,76,orange
31,20,15,orange
245,244,208,yellow
114,157,238,blue
253,170,174,red
217,94,201,pink
122,143,184,blue
143,25,78,pink
79,31,137,purple
13,84,110,blue
160,55,95,pink
49,37,28,orange
159,87,162,pink
142,6,26,red
53,36,66,purple
128,56,119,pink
81,192,225,blue
140,60,215,purple
13,42,3,green
108,178,92,green
74,60,43,orange
68,63,23,yellow
2,78,141,blue
179,176,20,yellow
143,176,183,blue
119,112,29,yellow
218,203,88,yellow
74,14,139,purple
2,13,167,blue
214,205,81,yellow
211,238,220,green
93,9,64,pink
140,175,116,green
223,210,238,purple
144,170,213,blue
202,33,58,red
249,123,224,pink
38,148,232,blue
221,54,154,pink
144,109,176,purple
156,94,17,orange
160,234,143,green
12,66,10,green
73,109,141,blue
176,169,79,yellow
13,4,139,blue
19,88,61,green
170,116,39,orange
204,184,229,purple
63,2,162,purple
233,155,186,pink
150,85,23,orange
202,232,196,green
163,56,10,orange
250,183,218,pink
41,20,33,pink
144,164,173,blue
66,137,52,green
248,222,206,orange
145,122,179,purple
180,249,201,green
115,89,69,orange
246,216,248,pink
144,76,9,orange
75,129,190,blue
225,174,255,purple
196,209,247,blue
175,198,139,green
58,130,253,blue
216,236,213,green
140,197,119,green
11,30,16,green
201,146,198,pink
180,186,161,green
159,151,29,yellow
32,123,9,green
104,206,253,blue
184,197,204,blue
129,129,234,blue
225,20,26,red
251,157,168,red
198,171,36,yellow
83,19,27,red
247,235,222,orange
66,40,5,orange
16,15,41,blue
202,114,128,red
81,0,13,red
44,15,67,purple
105,68,38,orange
135,69,201,purple
168,118,56,orange
138,56,120,pink
219,196,173,orange
245,124,10,orange
150,183,253,blue
91,151,7,green
212,181,183,red
185,194,208,blue
113,19,27,red
175,248,214,green
249,134,233,pink
231,204,245,purple
217,215,130,yellow
108,31,152,purple
157,52,59,red
230,192,179,orange
123,146,63,green
228,88,233,pink
199,138,147,red
142,16,35,red
92,153,148,blue
78,76,3,yellow
72,132,129,blue
191,130,165,pink
195,24,161,pink
187,171,201,purple
137,183,235,blue
52,85,59,green
105,74,28,orange
162,179,117,green
233,245,224,green
91,16,66,pink
31,20,22,red
65,39,11,orange
56,0,4,red
199,193,179,orange
254,159,227,pink
254,226,210,orange
251,96,186,pink
212,183,235,purple
235,162,233,pink
171,127,89,orange
62,61,82,blue
235,183,191,red
213,203,225,purple
229,157,56,orange
52,212,234,blue
45,92,98,blue
226,206,60,yellow
238,206,227,pink
146,22,36,red
193,206,230,blue
45,180,130,green
223,215,228,purple
18,106,165,blue
247,141,146,red
125,74,207,purple
58,157,2,green
242,215,244,pink
96,42,74,pink
67,29,88,purple
203,166,144,orange
13,22,48,blue
30,62,41,green
225,86,100,red
227,196,209,pink
241,200,172,orange
140,127,43,yellow
228,211,227,pink
145,108,80,orange
29,33,18,green
29,24,38,purple
84,13,72,pink
64,28,90,purple
116,134,175,blue
150,90,134,pink
91,56,6,orange
166,161,28,yellow
248,227,37,yellow
155,113,75,orange
230,221,214,orange
252,219,207,orange
136,132,78,yellow
240,220,40,yellow
29,83,39,green
232,226,243,purple
32,31,9,yellow
57,58,29,yellow
118,214,135,green
207,140,149,red
77,69,25,yellow
72,25,112,purple
158,142,26,yellow
190,232,233,blue
150,217,146,green
239,239,230,yellow
105,233,103,green
123,95,50,orange
32,80,41,green
173,201,94,green
239,241,177,yellow
80,103,70,green
51,10,28,pink
39,185,64,green
105,59,171,purple
239,138,180,pink
64,12,15,red
2,44,25,green
222,205,234,purple
65,93,4,green
143,245,243,blue
238,124,143,red
9,62,24,green
37,182,98,green
149,218,223,blue
211,199,187,orange
122,31,1,orange
165,233,231,blue
148,124,76,orange
185,29,120,pink
70,40,87,purple
115,60,33,orange
211,193,241,purple
238,192,140,orange
224,213,189,orange
144,9,101,pink
27,228,121,green
229,206,248,purple
24,0,66,purple
94,58,8,orange
106,143,144,blue
239,184,193,red
25,53,8,green
232,242,33,yellow
246,245,219,yellow
193,229,46,green
82,10,41,pink
97,147,179,blue
216,253,231,green
201,182,184,red
208,246,211,green
60,87,93,blue
103,94,50,yellow
0,91,35,green
133,100,166,purple
149,133,50,yellow
59,163,181,blue
254,185,248,pink
11,17,40,blue
210,205,162,yellow
214,154,249,purple
89,63,90,pink
81,66,36,orange
27,36,5,green
254,134,148,red
151,83,28,orange
247,207,209,red
216,182,236,purple
14,241,131,green
201,13,167,pink
63,110,28,green
163,132,219,purple
114,107,8,yellow
168,181,130,green
193,37,123,pink
239,245,158,yellow
167,103,173,pink
210,127,86,orange
132,54,221,purple
195,206,249,blue
245,246,183,yellow
29,43,29,green
237,201,207,red
78,14,124,purple
72,46,61,pink
250,188,198,red
127,44,195,purple
228,198,1,yellow
229,184,192,red
192,193,154,yellow
130,205,211,blue
73,19,48,pink
65,44,78,purple
160,227,43,green
188,230,223,blue
170,168,116,yellow
175,250,254,blue
108,80,55,orange
205,197,106,yellow
73,28,105,purple
146,174,252,blue
19,6,91,blue
149,104,75,orange
59,21,116,purple
162,98,218,purple
66,36,38,red
47,14,19,red
23,29,89,blue
234,232,204,yellow
172,119,125,red
119,181,197,blue
69,44,119,purple
44,33,34,red
157,192,200,blue
224,232,222,green
132,243,124,green
195,152,157,red
109,23,36,red
252,218,223,red
213,211,109,yellow
38,54,47,green
135,222,183,green
4,93,53,green
81,133,111,green
138,53,10,orange
239,185,194,red
73,39,45,red
94,129,135,blue
194,219,194,green
148,183,235,blue
212,202,231,purple
92,40,46,red
243,234,226,orange
156,90,43,orange
236,235,223,yellow
8,37,74,blue
155,163,41,yellow
225,244,231,green
183,194,25,yellow
234,217,128,yellow
228,163,94,orange
168,206,250,blue
165,174,137,green
125,63,217,purple
69,43,3,orange
229,151,123,orange
140,135,242,blue
126,134,190,blue
239,152,251,pink
63,109,207,blue
237,233,191,yellow
160,67,13,orange
19,63,20,green
188,196,33,yellow
203,198,164,yellow
226,218,167,yellow
141,137,17,yellow
119,8,12,red
26,21,15,orange
35,25,11,orange
158,203,118,green
220,179,254,purple
103,10,153,purple
236,161,171,red
156,13,36,red
58,55,29,yellow
137,104,77,orange
88,203,218,blue
20,184,42,green
42,1,66,purple
239,78,104,red
108,147,126,green
169,146,112,orange
134,14,22,red
75,99,54,green
226,224,213,yellow
203,162,241,purple
192,27,36,red
216,210,202,orange
34,18,59,purple
130,122,48,yellow
208,128,88,orange
229,210,82,yellow
139,9,13,red
253,211,250,pink
6,9,56,blue
13,48,28,green
114,228,116,green
58,121,146,blue
117,84,146,purple
112,62,65,red
33,46,25,green
106,227,231,blue
6,7,40,blue
245,209,230,pink
60,43,32,orange
202,186,227,purple
61,54,5,yellow
2,169,207,blue
215,188,201,pink
81,11,17,red
249,93,98,red
68,64,19,yellow
147,145,102,yellow
172,21,183,pink
108,105,65,yellow
225,244,148,green
49,47,131,blue
1,87,167,blue
171,86,33,orange
72,21,172,purple
18,84,50,green
232,48,61,red
253,246,38,yellow
38,109,77,green
223,246,233,green
220,224,234,blue
254,124,239,pink
154,217,58,green
33,20,41,purple
3,89,16,green
118,140,183,blue
96,74,26,orange
243,208,196,orange
207,218,252,blue
50,69,48,green
125,12,16,red
172,69,232,purple
186,211,146,green
173,145,123,orange
242,161,238,pink
134,234,152,green
92,96,16,yellow
140,141,238,blue
105,7,12,red
26,45,17,green
229,142,236,pink
233,103,186,pink
46,2,90,purple
104,181,182,blue
110,21,158,purple
41,125,158,blue
218,231,223,green
53,17,95,purple
201,94,198,pink
215,203,117,yellow
80,51,97,purple
152,68,27,orange
137,205,141,green
206,192,221,purple
155,13,165,pink
223,226,212,green
35,26,31,pink
151,114,136,pink
15,46,43,blue
144,100,128,pink
161,79,135,pink
18,17,60,blue
169,173,67,yellow
164,59,14,orange
139,101,102,red
81,210,188,blue
233,170,177,red
248,244,222,yellow
69,13,33,pink
166,197,177,green
137,111,42,orange
212,220,208,green
39,12,33,pink
192,57,69,red
162,26,40,red
99,39,61,pink
89,168,232,blue
126,122,32,yellow
43,8,23,pink
178,36,51,red
65,62,31,yellow
237,237,212,yellow
51,10,113,purple
105,3,125,pink
240,193,195,red
49,28,30,red
232,176,226,pink
173,192,220,blue
184,168,46,yellow
39,29,22,orange
24,39,58,blue
172,103,218,purple
248,157,53,orange
197,185,124,yellow
44,63,150,blue
94,21,137,purple
29,111,22,green
218,214,170,yellow
108,244,156,green
130,100,180,purple
231,233,238,blue
51,31,20,orange
239,234,220,orange
224,196,248,purple
236,195,91,orange
206,85,99,red
160,160,19,yellow
47,116,54,green
74,38,42,red
35,11,14,red
135,120,161,purple
40,11,23,pink
109,79,150,purple
28,17,39,purple
178,227,240,blue
219,198,92,yellow
177,145,147,red
247,166,125,orange
231,222,203,orange
45,43,12,yellow
96,41,179,purple
54,26,81,purple
140,99,59,orange
48,37,28,orange
167,154,73,yellow
239,98,119,red
158,138,36,yellow
111,105,32,yellow
162,36,240,purple
173,130,242,purple
61,24,83,purple
228,220,175,yellow
232,227,105,yellow
50,33,22,orange
234,233,143,yellow
148,176,120,green
69,39,44,red
232,218,251,purple
141,138,42,yellow
168,146,206,purple
189,166,147,orange
170,138,193,purple
198,172,201,pink
2,232,41,green
159,167,129,green
69,27,121,purple
235,152,209,pink
201,181,189,pink
62,70,37,green
89,52,3,orange
240,187,168,orange
55,119,129,blue
9,57,19,green
165,193,213,blue
117,184,131,green
206,13,45,red
130,136,1,yellow
17,66,106,blue
100,91,7,yellow
27,149,14,green
240,148,117,orange
187,179,119,yellow
171,138,99,orange
201,115,128,red
198,196,164,yellow
224,103,169,pink
229,139,203,pink
167,167,129,yellow
64,23,26,red
208,219,236,blue
28,14,52,purple
65,144,78,green
14,102,225,blue
189,175,153,orange
78,58,49,orange
231,115,119,red
156,79,82,red
234,225,225,red
56,26,29,red
60,4,129,purple
207,188,84,yellow
211,120,201,pink
246,247,182,yellow
236,185,65,orange
44,75,78,blue
149,175,121,green
253,135,139,red
239,129,239,pink
203,198,52,yellow
88,14,86,pink
33,54,51,blue
225,219,183,yellow
11,55,24,green
185,163,230,purple
60,162,26,green
118,10,22,red
243,237,227,orange
251,245,177,yellow
225,183,200,pink
87,15,25,red
238,101,43,orange
241,213,218,red
243,200,235,pink
234,123,169,pink
237,120,138,red
22,15,102,blue
177,197,231,blue
250,127,222,pink
40,6,9,red
141,78,2,orange
92,41,15,orange
114,129,75,green
44,42,12,yellow
210,217,23,yellow
65,251,55,green
253,211,215,red
233,109,198,pink
72,15,50,pink
238,226,99,yellow
60,54,129,blue
184,74,191,pink
251,253,104,yellow
228,180,219,pink
151,100,53,orange
193,118,122,red
193,181,207,purple
46,42,15,yellow
80,66,42,orange
75,57,12,orange
120,111,63,yellow
165,64,135,pink
125,158,5,green
84,79,28,yellow
163,105,77,orange
27,7,39,purple
168,91,245,purple
191,182,166,orange
109,237,248,blue
190,131,139,red
79,48,67,pink
183,192,240,blue
249,200,203,red
212,212,242,blue
252,197,172,orange
212,105,37,orange
217,89,97,red
219,199,250,purple
95,83,53,orange
53,100,17,green
155,164,212,blue
244,244,16,yellow
166,113,173,pink
239,179,188,red
188,175,207,purple
154,155,95,yellow
219,84,237,pink
158,196,245,blue
243,238,226,orange
65,61,37,yellow
202,114,129,red
34,32,6,yellow
241,206,142,orange
185,229,184,green
162,83,154,pink
231,156,166,red
210,239,254,blue
59,241,232,blue
221,162,164,red
80,122,190,blue
65,91,98,blue
192,208,169,green
239,27,254,pink
77,10,19,red
86,38,146,purple
212,153,94,orange
133,123,66,yellow
38,23,69,purple
233,223,246,purple
230,227,183,yellow
151,153,72,yellow
169,177,214,blue
65,28,135,purple
134,80,133,pink
161,52,239,purple
120,83,172,purple
68,116,32,green
84,110,63,green
228,223,134,yellow
237,219,240,pink
15,29,184,blue
219,179,186,red
171,130,48,orange
44,144,53,green
96,80,62,orange
216,216,182,yellow
99,24,70,pink
88,65,69,red
119,64,71,red
103,4,14,red
11,34,32,blue
211,156,159,red
149,178,144,green
111,31,43,red
79,49,8,orange
208,198,113,yellow
245,219,223,red
31,47,25,green
146,73,105,pink
66,110,12,green
51,30,32,red
18,54,2,green
217,96,235,pink
90,113,15,green
83,193,151,green
172,53,71,red
69,48,84,purple
204,200,153,yellow
28,24,32,purple
10,41,51,blue
59,56,28,yellow
239,178,128,orange
99,29,38,red
162,182,195,blue
34,17,18,red
66,67,118,blue
192,71,27,orange
32,19,9,orange
86,47,51,red
228,231,39,yellow
215,197,252,purple
254,67,95,red
223,83,200,pink
50,149,174,blue
143,120,66,orange
236,218,193,orange
221,194,177,orange
241,223,208,orange
177,11,78,pink
246,228,213,orange
153,67,229,purple
29,24,37,purple
247,141,158,red
4,78,33,green
151,171,89,green
202,196,247,blue
160,182,218,blue
198,173,225,purple
39,27,29,red
6,140,224,blue
142,38,201,purple
198,176,232,purple
192,180,208,purple
237,230,186,yellow
246,219,203,orange
31,23,43,purple
184,186,74,yellow
105,66,12,orange
103,40,80,pink
82,16,132,purple
200,76,80,red
83,31,92,pink
39,68,8,green
21,12,34,purple
226,187,214,pink
82,62,20,orange
50,11,13,red
18,28,43,blue
227,150,125,orange
238,176,179,red
198,180,218,purple
226,215,234,purple
152,204,205,blue
145,144,105,yellow
150,248,236,blue
200,159,121,orange
140,162,124,green
185,60,135,pink
224,199,250,purple
102,205,86,green
125,60,8,orange
79,61,33,orange
225,127,205,pink
214,171,242,purple
159,204,209,blue
160,71,24,orange
176,23,153,pink
208,173,144,orange
243,238,216,yellow
184,174,153,orange
160,226,85,green
72,14,67,pink
59,45,67,purple
148,238,83,green
233,185,187,red
102,91,21,yellow
65,12,16,red
247,218,240,pink
193,203,236,blue
247,245,207,yellow
199,137,31,orange
241,242,212,yellow
22,72,146,blue
132,90,62,orange
65,12,151,purple
95,37,84,pink
63,157,121,green
166,135,110,orange
11,5,82,blue
222,220,161,yellow
114,39,124,pink
158,155,243,blue
48,41,33,orange
112,41,93,pink
208,226,246,blue
220,227,79,yellow
227,225,206,yellow
50,86,88,blue
227,161,100,orange
208,179,239,purple
58,187,118,green
144,19,144,pink
26,124,193,blue
205,194,214,purple
10,55,92,blue
142,79,238,purple
128,246,250,blue
185,174,100,yellow
57,59,81,blue
81,26,30,red
95,55,123,purple
63,37,9,orange
185,236,253,blue
26,15,19,pink
123,91,96,red
192,195,152,yellow
166,119,126,red
238,225,215,orange
106,99,161,blue
119,172,152,green
25,14,37,purple
107,105,242,blue
178,123,126,red
233,170,223,pink
147,60,246,purple
81,0,42,pink
158,181,146,green
71,99,108,blue
208,194,124,yellow
185,39,134,pink
25,28,36,blue
228,200,218,pink
228,154,195,pink
224,209,219,pink
22,18,28,purple
100,53,32,orange
86,74,100,purple
181,141,125,orange
253,247,58,yellow
107,250,112,green
218,148,225,pink
13,74,13,green
32,28,19,orange
230,218,251,purple
225,51,62,red
110,7,76,pink
115,12,109,pink
75,251,225,blue
130,139,222,blue
217,213,99,yellow
188,87,161,pink
206,253,165,green
215,204,178,orange
253,196,88,orange
76,61,56,orange
249,220,235,pink
239,233,179,yellow
221,185,146,orange
163,106,20,orange
30,21,22,red
224,36,171,pink
243,221,242,pink
214,217,146,yellow
240,193,225,pink
29,23,12,orange
189,193,214,blue
251,213,228,pink
131,85,17,orange
165,105,160,pink
115,12,86,pink
226,209,229,pink
94,4,190,purple
222,167,63,orange
210,190,228,purple
193,200,65,yellow
209,168,250,purple
20,31,26,green
100,83,208,blue
232,224,217,orange
221,223,175,yellow
213,219,87,yellow
252,218,220,red
60,160,190,blue
147,27,41,red
202,2,19,red
197,200,9,yellow
28,51,64,blue
67,24,29,red
54,45,38,orange
181,178,151,yellow
159,108,213,purple
181,178,146,yellow
113,50,149,purple
229,164,197,pink
50,99,149,blue
152,221,246,blue
89,37,126,purple
124,121,251,blue
85,151,73,green
139,244,228,blue
114,12,176,purple
239,6,223,pink
195,250,253,blue
204,173,200,pink
168,168,138,yellow
39,9,42,pink
48,124,29,green
199,163,250,purple
148,51,57,red
168,92,240,purple
222,210,192,orange
201,196,171,yellow
253,168,33,orange
150,108,178,purple
13,59,40,green
44,40,12,yellow
87,61,64,red
246,177,181,red
78,14,21,red
242,202,207,red
63,16,101,purple
56,31,91,purple
48,141,213,blue
197,194,175,yellow
201,190,172,orange
26,22,29,purple
208,1,25,red
211,193,225,purple
151,38,126,pink
73,32,101,purple
188,215,251,blue
66,36,37,red
239,242,100,yellow
156,222,236,blue
181,181,48,yellow
132,86,174,purple
68,19,47,pink
203,228,190,green
127,165,184,blue
72,247,29,green
144,87,214,purple
11,35,19,green
153,60,246,purple
94,135,98,green
231,231,207,yellow
52,54,80,blue
219,143,155,red
48,40,34,orange
166,56,183,pink
145,8,17,red
3,63,6,green
101,64,135,purple
221,105,181,pink
231,204,132,orange
219,136,72,orange
50,107,118,blue
101,90,31,yellow
193,151,231,purple
200,189,70,yellow
4,36,35,blue
173,224,21,green
244,99,31,orange
122,79,11,orange
64,38,53,pink
129,54,58,red
217,32,100,pink
236,186,142,orange
98,50,58,red
206,136,147,red
151,38,57,red
88,14,17,red
192,133,229,purple
142,72,96,pink
109,40,220,purple
16,42,66,blue
55,87,30,green
215,188,191,red
104,3,47,pink
196,193,166,yellow
83,9,15,red
205,167,171,red
137,67,115,pink
163,126,211,purple
26,2,44,purple
93,158,162,blue
236,251,213,green
12,136,47,green
121,22,27,red
214,198,226,purple
45,67,149,blue
182,177,236,blue
116,16,183,purple
238,186,233,pink
177,27,182,pink
51,21,86,purple
155,75,144,pink
37,3,31,pink
73,101,105,blue
194,187,241,blue
226,98,40,orange
159,29,34,red
216,249,210,green
89,29,8,orange
88,90,2,yellow
205,81,87,red
207,179,223,purple
205,142,210,pink
153,86,30,orange
238,220,17,yellow
20,2,39,purple
203,82,102,red
205,125,91,orange
254,251,93,yellow
8,104,48,green
86,34,88,pink
209,198,128,yellow
219,206,233,purple
68,29,73,pink
235,234,214,yellow
68,93,111,blue
32,26,19,orange
22,16,30,purple
27,52,4,green
59,17,34,pink
107,46,50,red
253,149,58,orange
199,92,101,red
117,4,123,pink
26,28,188,blue
197,125,151,pink
108,106,45,yellow
102,89,66,orange
78,162,121,green
179,36,198,pink
134,29,101,pink
40,88,87,blue
6,39,101,blue
111,76,6,orange
124,175,177,blue
141,7,13,red
112,36,45,red
23,46,99,blue
222,200,254,purple
138,61,124,pink
145,123,183,purple
213,175,177,red
54,30,87,purple
133,53,212,purple
173,132,82,orange
53,112,35,green
147,172,108,green
130,104,48,orange
182,144,181,pink
173,252,130,green
213,137,225,pink
84,131,232,blue
219,117,134,red
202,153,240,purple
199,234,210,green
91,0,66,pink
100,116,37,green
236,179,34,orange
71,36,65,pink
209,232,166,green
19,19,68,blue
16,37,45,blue
37,9,195,blue
125,28,44,red
51,39,21,orange
101,246,96,green
139,110,29,orange
223,193,246,purple
175,177,114,yellow
130,70,164,purple
172,17,38,red
157,146,175,purple
195,237,191,green
113,71,45,orange
199,158,161,red
135,228,129,green
174,249,246,blue
119,53,212,purple
101,131,12,green
174,147,200,purple
51,89,117,blue
31,15,31,pink
210,86,98,red
82,244,139,green
71,86,37,green
65,98,94,blue
231,217,228,pink
89,54,86,pink
112,158,137,green
230,193,217,pink
148,77,36,orange
122,31,39,red
173,158,183,purple
226,90,102,red
114,54,171,purple
242,191,197,red
183,149,234,purple
32,9,11,red
125,28,38,red
123,14,25,red
254,169,182,red
28,25,17,orange
84,132,16,green
47,15,19,red
56,18,79,purple
38,37,3,yellow
167,192,124,green
202,153,78,orange
173,212,73,green
242,233,69,yellow
65,93,39,green
179,215,132,green
205,193,215,purple
8,38,22,green
221,181,126,orange
35,30,26,orange
75,32,39,red
254,240,170,yellow
7,49,19,green
171,88,33,orange
163,169,61,yellow
78,8,13,red
194,183,122,yellow
210,207,193,yellow
190,173,204,purple
250,122,225,pink
225,209,204,orange
242,220,212,orange
44,43,22,yellow
146,232,174,green
222,229,237,blue
201,92,209,pink
97,211,3,green
241,237,218,yellow
35,34,11,yellow
129,150,253,blue
224,31,47,red
74,31,137,purple
131,234,236,blue
192,194,76,yellow
217,18,197,pink
51,91,91,blue
84,32,157,purple
237,235,222,yellow
217,200,104,yellow
254,245,159,yellow
47,14,16,red
164,122,209,purple
236,150,121,orange
26,35,41,blue
212,8,79,pink
161,79,85,red
58,46,14,orange
237,64,84,red
130,89,28,orange
232,87,234,pink
214,220,46,yellow
240,222,61,yellow
9,13,37,blue
171,247,215,green
133,35,100,pink
131,130,32,yellow
217,130,134,red
252,156,191,pink
75,75,17,yellow
212,191,58,yellow
11,73,76,blue
123,119,40,yellow
178,210,191,green
100,98,27,yellow
222,175,177,red
244,213,185,orange
172,54,176,pink
134,70,190,purple
163,216,230,blue
220,175,248,purple
25,41,40,blue
215,255,235,green
230,224,193,yellow
14,38,42,blue
200,45,56,red
98,228,133,green
97,209,129,green
196,203,180,green
218,47,178,pink
124,90,144,purple
222,53,222,pink
184,142,158,pink
35,6,22,pink
223,247,105,green
167,232,120,green
166,162,130,yellow
229,118,162,pink
254,176,123,orange
52,80,77,blue
226,105,123,red
245,198,205,red
222,220,206,yellow
142,154,81,green
61,26,40,pink
179,178,107,yellow
250,189,244,pink
199,227,250,blue
212,78,87,red
89,91,42,yellow
219,179,195,pink
172,163,245,blue
234,214,250,purple
203,159,176,pink
252,245,207,yellow
232,127,89,orange
220,137,213,pink
115,52,13,orange
57,45,77,purple
26,12,44,purple
239,97,109,red
148,250,241,blue
185,113,244,purple
75,32,50,pink
153,43,161,pink
195,77,4,orange
29,17,27,pink
205,218,213,green
151,114,78,orange
160,64,78,red
49,33,13,orange
166,96,220,purple
154,156,109,yellow
90,130,160,blue
219,92,96,red
106,54,145,purple
158,145,182,purple
29,29,11,yellow
36,13,73,purple
240,203,209,red
225,205,193,orange
135,59,64,red
79,3,75,pink
251,218,242,pink
16,34,6,green
39,40,68,blue
63,44,45,red
130,119,39,yellow
54,54,17,yellow
106,68,89,pink
61,73,97,blue
232,130,140,red
239,167,138,orange
147,147,6,yellow
118,203,155,green
234,213,251,purple
222,247,246,blue
75,72,42,yellow
186,133,188,pink
6,33,39,blue
160,34,120,pink
81,63,95,purple
252,197,206,red
70,18,130,purple
243,170,181,red
139,137,60,yellow
43,44,27,yellow
203,174,187,pink
90,48,85,pink
250,238,214,orange
191,129,253,purple
193,136,83,orange
237,231,222,orange
124,20,250,purple
26,15,17,red
121,77,153,purple
46,224,126,green
91,74,26,orange
181,187,207,blue
148,224,211,blue
86,49,36,orange
191,120,127,red
201,228,224,blue
33,3,38,pink
118,5,54,pink
212,191,193,red
44,65,68,blue
5,84,133,blue
212,202,94,yellow
115,116,52,yellow
86,54,41,orange
185,182,152,yellow
207,155,174,pink
207,58,83,red
234,175,123,orange
143,212,73,green
8,107,140,blue
40,23,59,purple
62,34,98,purple
195,129,254,purple
30,25,21,orange
138,234,178,green
166,174,50,yellow
190,204,183,green
236,167,170,red
40,37,6,yellow
216,216,202,yellow
13,45,79,blue
191,212,199,green
122,41,92,pink
189,120,10,orange
31,21,10,orange
9,6,40,blue
63,110,198,blue
53,33,36,red
239,210,215,red
54,38,38,red
225,108,65,orange
129,18,37,red
175,75,158,pink
140,57,13,orange
238,27,112,pink
251,208,162,orange
50,64,77,blue
83,87,20,yellow
198,139,163,pink
119,121,68,yellow
65,66,0,yellow
244,124,234,pink
59,32,13,orange
198,204,230,blue
194,175,137,orange
41,6,65,purple
4,143,32,green
125,21,244,purple
130,156,119,green
50,131,37,green
224,230,240,blue
195,132,251,purple
135,140,3,yellow
184,233,119,green
19,73,30,green
244,200,228,pink
151,28,46,red
75,67,17,yellow
49,23,46,pink
107,58,136,purple
223,131,32,orange
15,58,77,blue
116,47,50,red
246,242,197,yellow
229,215,220,pink
103,254,143,green
