red,green,blue,label
82,79,171,blue
171,153,135,orange
176,3,11,red
250,201,168,orange
95,68,70,red
196,167,151,orange
213,17,238,pink
46,31,56,purple
220,121,125,red
42,21,76,purple
248,202,180,orange
40,25,62,purple
211,204,156,yellow
85,65,37,orange
121,115,27,yellow
170,172,218,blue
236,237,212,yellow
80,114,165,blue
35,21,26,pink
146,183,36,green
59,109,104,blue
82,75,20,yellow
146,7,72,pink
226,209,192,orange
64,114,68,green
54,35,27,orange
37,17,50,purple
230,215,137,yellow
53,23,94,purple
191,213,144,green
204,184,186,red
147,223,48,green
84,36,8,orange
101,16,20,red
240,249,220,green
146,161,99,green
12,98,202,blue
49,227,69,green
117,50,21,orange
210,208,157,yellow
173,67,72,red
143,15,21,red
132,100,42,orange
234,89,26,orange
150,180,228,blue
87,97,188,blue
133,105,155,purple
243,226,228,red
221,225,214,green
207,74,193,pink
131,145,252,blue
219,112,121,red
232,125,168,pink
224,220,138,yellow
227,69,77,red
208,221,197,green
252,207,213,red
202,18,48,red
138,10,20,red
53,61,36,green
169,145,217,purple
166,177,201,blue
172,139,93,orange
99,44,51,red
206,171,202,pink
243,18,201,pink
134,203,171,green
12,59,105,blue
250,158,196,pink
95,211,231,blue
78,67,49,orange
8,129,65,green
108,4,44,pink
247,236,110,yellow
64,176,127,green
243,229,196,orange
120,54,88,pink
28,38,32,green
203,37,109,pink
51,46,36,orange
177,198,174,green
89,74,120,purple
136,154,175,blue
229,154,198,pink
241,218,221,red
27,69,2,green
177,204,148,green
51,47,20,yellow
53,39,41,red
197,252,198,green
196,14,23,red
212,102,225,pink
113,85,19,orange
229,229,220,yellow
129,18,104,pink
13,33,22,green
92,45,51,red
223,221,233,blue
96,76,36,orange
54,108,114,blue
222,202,23,yellow
43,93,151,blue
215,234,244,blue
81,84,33,yellow
74,29,129,purple
93,72,97,pink
240,20,57,red
98,248,158,green
184,10,30,red
98,60,170,purple
131,187,58,green
98,55,57,red
221,235,238,blue
136,53,237,purple
220,152,202,pink
192,140,93,orange
32,14,29,pink
239,219,240,pink
42,67,40,green
164,121,128,red
142,148,36,yellow
200,211,192,green
201,210,25,yellow
65,33,22,orange
83,35,70,pink
92,147,214,blue
126,67,48,orange
249,179,190,red
136,101,159,purple
122,122,42,yellow
239,235,231,orange
242,208,171,orange
16,84,96,blue
138,119,166,purple
206,183,34,yellow
90,170,134,green
231,163,54,orange
236,188,85,orange
248,239,180,yellow
50,96,36,green
19,130,149,blue
234,184,77,orange
222,211,115,yellow
229,215,254,purple
110,242,54,green
112,247,75,green
190,85,195,pink
67,21,116,purple
158,116,231,purple
14,24,42,blue
177,119,170,pink
80,39,16,orange
49,73,53,green
62,117,81,green
229,210,189,orange
41,15,19,red
253,222,206,orange
77,49,129,purple
188,56,78,red
5,43,46,blue
8,125,24,green
86,21,76,pink
47,59,38,green
150,121,110,orange
242,181,190,red
247,85,103,red
87,87,50,yellow
75,206,77,green
66,179,89,green
230,65,82,red
107,67,71,red
207,208,108,yellow
221,208,34,yellow
249,227,210,orange
237,237,44,yellow
72,79,106,blue
152,196,240,blue
145,244,123,green
125,176,109,green
248,251,91,yellow
122,115,56,yellow
104,141,94,green
222,160,170,red
208,149,153,red
228,150,197,pink
40,13,1,orange
184,132,137,red
205,168,245,purple
5,12,41,blue
218,218,200,yellow
110,18,175,purple
35,6,25,pink
73,18,104,purple
80,24,139,purple
118,205,55,green
221,198,246,purple
107,90,67,orange
101,93,1,yellow
97,77,26,orange
107,31,71,pink
129,126,59,yellow
41,25,72,purple
248,150,157,red
190,180,157,orange
96,11,22,red
55,47,32,orange
208,124,129,red
185,100,106,red
215,78,9,orange
148,211,219,blue
221,233,243,blue
226,163,111,orange
226,70,216,pink
199,207,219,blue
218,191,37,yellow
158,70,41,orange
54,158,26,green
181,129,105,orange
252,246,191,yellow
209,16,164,pink
34,35,63,blue
13,46,73,blue
116,52,61,red
109,116,253,blue
7,176,55,green
249,236,93,yellow
139,172,157,green
240,224,227,red
52,115,17,green
186,247,212,green
229,228,189,yellow
113,94,141,purple
182,236,156,green
240,162,45,orange
96,42,83,pink
192,175,218,purple
115,104,7,yellow
43,75,1,green
224,229,235,blue
207,192,216,purple
195,197,150,yellow
61,113,90,green
97,158,194,blue
165,141,185,purple
234,235,219,yellow
163,117,120,red
71,56,36,orange
184,15,173,pink
68,24,26,red
219,180,97,orange
76,171,63,green
51,122,61,green
193,118,193,pink
23,232,86,green
63,88,105,blue
105,58,152,purple
65,180,109,green
183,179,133,yellow
189,186,10,yellow
64,2,8,red
228,222,154,yellow
112,56,21,orange
219,128,31,orange
84,171,167,blue
70,220,50,green
146,51,235,purple
196,177,211,purple
200,178,126,orange
239,236,231,orange
250,231,56,yellow
150,64,73,red
34,39,27,green
66,92,73,green
193,229,138,green
199,180,238,purple
119,130,202,blue
177,124,133,red
235,228,219,orange
165,116,24,orange
214,172,246,purple
71,44,125,purple
255,189,255,pink
171,18,28,red
220,40,70,red
25,92,30,green
207,209,66,yellow
183,197,220,blue
190,254,201,green
200,234,221,green
244,175,47,orange
0,12,56,blue
85,247,136,green
107,103,46,yellow
238,230,226,orange
240,240,183,yellow
33,33,23,yellow
54,46,66,purple
163,15,102,pink
85,216,139,green
151,90,186,purple
188,21,107,pink
72,140,13,green
97,108,152,blue
33,66,84,blue
159,23,186,pink
240,137,215,pink
250,133,146,red
22,39,33,green
72,34,135,purple
44,216,127,green
226,235,61,yellow
169,125,170,pink
239,178,11,orange
90,144,104,green
65,27,31,red
92,25,36,red
209,195,41,yellow
1,116,15,green
215,219,143,yellow
185,157,236,purple
185,248,180,green
38,91,11,green
82,117,85,green
180,121,131,red
111,220,137,green
36,36,25,yellow
190,102,245,purple
187,220,183,green
138,136,96,yellow
230,10,32,red
219,166,97,orange
229,226,189,yellow
131,91,169,purple
249,236,210,orange
155,103,44,orange
218,211,222,purple
146,117,104,orange
238,216,219,red
247,222,225,red
32,4,88,purple
194,112,46,orange
240,40,207,pink
190,213,200,green
183,195,235,blue
167,37,126,pink
238,195,134,orange
221,167,170,red
54,51,199,blue
197,139,233,purple
226,211,198,orange
43,99,202,blue
207,2,159,pink
225,148,221,pink
74,25,148,purple
45,46,26,yellow
236,153,19,orange
215,192,242,purple
8,13,160,blue
145,145,18,yellow
41,16,86,purple
43,13,15,red
143,183,146,green
39,6,22,pink
175,248,248,blue
145,59,63,red
142,246,208,green
86,143,107,green
250,128,132,red
141,157,226,blue
247,217,219,red
3,90,124,blue
57,77,106,blue
120,38,186,purple
31,139,178,blue
78,22,4,orange
200,4,141,pink
83,26,153,purple
69,90,43,green
188,230,204,green
243,229,104,yellow
79,69,8,yellow
78,243,32,green
210,193,194,red
127,250,141,green
187,119,124,red
203,130,242,purple
248,252,44,yellow
159,142,175,purple
65,63,6,yellow
226,237,238,blue
254,237,114,yellow
120,20,173,purple
149,65,68,red
26,33,8,green
122,77,78,red
190,102,245,purple
254,6,138,pink
156,28,118,pink
130,81,28,orange
240,173,233,pink
36,22,10,orange
206,182,146,orange
175,116,251,purple
111,37,39,red
87,110,63,green
234,192,117,orange
154,137,184,purple
254,138,239,pink
224,224,174,yellow
109,138,81,green
36,74,18,green
154,116,76,orange
214,61,209,pink
34,36,155,blue
240,238,224,yellow
193,87,98,red
110,185,154,green
97,67,122,purple
29,73,14,green
44,32,39,pink
224,148,175,pink
20,27,57,blue
232,33,109,pink
76,174,166,blue
127,69,47,orange
160,28,79,pink
135,49,59,red
9,9,215,blue
35,22,23,red
175,159,193,purple
48,48,18,yellow
189,149,249,purple
194,169,153,orange
240,92,111,red
73,201,218,blue
203,177,246,purple
245,173,184,red
97,31,41,red
106,215,122,green
172,93,137,pink
250,238,112,yellow
35,33,11,yellow
237,126,140,red
142,51,60,red
71,102,86,green
218,200,206,pink
168,39,170,pink
50,1,6,red
26,199,57,green
146,23,27,red
209,200,223,purple
9,23,78,blue
175,253,216,green
181,168,194,purple
156,158,112,yellow
99,98,54,yellow
62,40,50,pink
56,87,30,green
173,208,109,green
65,65,22,yellow
132,132,16,yellow
190,213,193,green
237,247,54,yellow
236,141,217,pink
176,94,173,pink
193,164,174,pink
113,113,35,yellow
95,17,81,pink
72,30,33,red
57,43,5,orange
49,47,117,blue
69,63,28,yellow
24,67,43,green
97,193,219,blue
221,221,187,yellow
64,61,18,yellow
196,144,249,purple
222,192,140,orange
211,195,223,purple
158,103,110,red
242,224,186,orange
207,202,110,yellow
230,193,195,red
69,48,51,red
231,213,246,purple
115,118,65,yellow
245,171,10,orange
134,45,49,red
88,124,157,blue
175,115,80,orange
236,111,115,red
223,165,174,red
113,235,102,green
227,212,13,yellow
205,76,214,pink
216,172,220,pink
55,86,11,green
237,227,217,orange
237,237,212,yellow
218,215,169,yellow
134,75,78,red
13,28,26,blue
208,215,241,blue
255,247,174,yellow
190,134,253,purple
224,242,217,green
39,50,53,blue
77,71,35,yellow
157,123,125,red
213,149,208,pink
139,180,238,blue
239,211,154,orange
251,152,190,pink
69,222,168,green
215,203,121,yellow
29,121,154,blue
73,137,167,blue
18,28,19,green
138,228,229,blue
159,135,111,orange
206,44,195,pink
240,235,188,yellow
56,41,5,orange
104,37,3,orange
242,230,217,orange
223,140,32,orange
111,31,34,red
161,252,250,blue
65,2,6,red
232,152,241,pink
225,137,86,orange
114,117,67,yellow
181,161,28,yellow
94,62,96,pink
133,210,219,blue
79,36,8,orange
65,91,41,green
53,81,167,blue
129,48,176,purple
204,102,148,pink
164,50,54,red
180,161,14,yellow
157,2,95,pink
39,35,175,blue
36,24,20,orange
190,65,75,red
224,213,225,pink
104,77,39,orange
205,174,96,orange
185,157,190,pink
27,166,182,blue
20,38,13,green
249,47,77,red
209,200,77,yellow
185,144,228,purple
130,8,116,pink
110,189,107,green
235,171,10,orange
111,103,82,orange
72,213,148,green
234,200,203,red
106,68,87,pink
151,117,219,purple
36,36,127,blue
61,143,184,blue
51,88,9,green
183,182,158,yellow
16,14,83,blue
246,177,184,red
139,218,129,green
113,28,125,pink
250,251,197,yellow
150,165,222,blue
96,62,67,red
115,113,63,yellow
54,59,74,blue
220,146,221,pink
26,19,32,purple
146,1,14,red
123,74,161,purple
125,217,129,green
114,197,118,green
172,128,136,red
60,114,89,green
56,178,58,green
148,61,75,red
240,168,180,red
182,182,37,yellow
80,77,27,yellow
193,170,113,orange
106,86,123,purple
224,133,204,pink
70,118,129,blue
243,163,245,pink
68,50,103,purple
213,208,108,yellow
244,174,184,red
241,228,229,red
82,155,224,blue
120,70,124,pink
207,99,112,red
75,91,62,green
12,202,133,green
108,102,143,blue
250,214,220,red
98,123,167,blue
46,31,32,red
188,128,153,pink
233,150,157,red
243,201,248,pink
19,15,123,blue
227,196,198,red
37,9,13,red
185,223,203,green
199,222,145,green
180,159,19,yellow
99,146,138,blue
209,107,66,orange
98,123,172,blue
56,61,81,blue
130,20,219,purple
112,51,87,pink
21,34,65,blue
229,186,143,orange
58,34,36,red
233,165,168,red
251,208,211,red
167,107,245,purple
187,139,141,red
204,127,176,pink
44,45,16,yellow
87,63,131,purple
4,88,205,blue
174,135,232,purple
217,149,48,orange
98,98,50,yellow
146,168,52,green
248,241,206,yellow
169,89,55,orange
151,102,183,purple
193,241,213,green
146,17,75,pink
242,228,197,orange
122,51,82,pink
226,219,3,yellow
243,159,63,orange
208,172,246,purple
75,75,1,yellow
196,143,239,purple
153,157,21,yellow
252,227,217,orange
159,29,81,pink
31,112,234,blue
245,199,92,orange
130,106,144,purple
185,163,19,yellow
118,59,186,purple
117,67,84,pink
227,146,158,red
244,85,6,orange
142,220,189,green
236,147,151,red
154,143,71,yellow
169,50,58,red
87,29,180,purple
217,157,54,orange
213,189,214,pink
91,157,37,green
177,229,241,blue
23,2,54,purple
145,113,193,purple
121,130,216,blue
27,19,25,pink
82,98,30,green
254,205,208,red
244,128,184,pink
121,108,12,yellow
203,228,195,green
108,35,118,pink
189,176,107,yellow
44,12,13,red
216,141,146,red
245,238,184,yellow
144,60,70,red
251,189,96,orange
65,4,108,purple
6,55,153,blue
203,42,69,red
7,13,54,blue
20,3,43,purple
56,49,69,purple
246,212,247,pink
128,45,235,purple
225,228,154,yellow
37,4,25,pink
119,24,27,red
59,55,17,yellow
222,202,160,orange
139,240,137,green
149,95,135,pink
99,9,18,red
218,74,7,orange
228,226,233,purple
180,248,223,green
198,230,203,green
122,33,1,orange
244,169,180,red
244,243,200,yellow
141,126,98,orange
243,180,189,red
237,233,196,yellow
240,86,184,pink
185,76,29,orange
88,8,145,purple
137,2,247,purple
194,66,73,red
19,69,13,green
199,122,92,orange
159,158,199,blue
117,245,140,green
103,4,21,red
6,60,7,green
11,76,33,green
117,150,60,green
206,199,9,yellow
249,201,123,orange
236,197,201,red
102,40,138,purple
81,95,53,green
37,4,7,red
246,146,150,red
129,94,14,orange
155,144,80,yellow
209,185,253,purple
83,9,139,purple
183,143,146,red
75,155,117,green
183,251,24,green
147,106,169,purple
233,207,78,yellow
231,198,220,pink
64,103,176,blue
58,34,37,red
165,71,220,purple
82,62,121,purple
46,172,42,green
220,217,183,yellow
32,17,45,purple
149,140,19,yellow
93,229,136,green
48,15,98,purple
44,25,62,purple
40,66,5,green
73,169,10,green
209,164,239,purple
252,243,197,yellow
73,116,115,blue
15,115,210,blue
138,25,225,purple
97,69,21,orange
224,174,180,red
162,138,204,purple
53,39,41,red
159,154,20,yellow
19,149,73,green
70,32,48,pink
38,8,31,pink
94,78,121,purple
186,149,219,purple
147,74,207,purple
173,5,33,red
236,167,199,pink
36,94,138,blue
175,124,90,orange
97,97,10,yellow
204,193,133,yellow
236,240,157,yellow
230,132,189,pink
244,230,37,yellow
72,20,69,pink
104,39,49,red
219,118,153,pink
15,149,15,green
235,180,96,orange
188,175,164,orange
161,75,236,purple
235,172,148,orange
239,225,232,pink
131,81,52,orange
206,9,32,red
188,191,24,yellow
125,178,186,blue
227,165,170,red
130,8,253,purple
39,93,34,green
227,53,198,pink
250,244,71,yellow
70,50,1,orange
216,120,85,orange
203,42,47,red
64,32,90,purple
198,220,199,green
229,217,242,purple
79,7,162,purple
19,115,205,blue
71,4,118,purple
110,31,152,purple
58,127,6,green
117,179,178,blue
82,36,52,pink
98,39,170,purple
238,222,206,orange
30,153,47,green
101,32,238,purple
100,63,81,pink
156,126,115,orange
247,151,160,red
195,151,185,pink
248,221,231,pink
166,111,43,orange
195,198,149,yellow
235,238,134,yellow
242,171,177,red
131,103,152,purple
70,10,112,purple
40,60,67,blue
188,230,212,green
211,234,98,green
33,69,253,blue
196,171,190,pink
39,71,73,blue
176,193,243,blue
222,219,201,yellow
195,60,76,red
169,160,222,blue
131,81,133,pink
244,214,190,orange
54,159,211,blue
190,121,131,red
156,92,33,orange
47,80,63,green
213,226,217,green
47,151,177,blue
174,129,50,orange
87,61,65,red
205,233,219,green
46,0,6,red
123,123,50,yellow
39,36,17,yellow
232,130,139,red
159,111,134,pink
73,58,85,purple
35,49,113,blue
24,37,78,blue
146,42,115,pink
4,42,18,green
229,80,237,pink
39,115,33,green
4,37,23,green
133,145,188,blue
45,42,21,yellow
119,75,118,pink
136,117,153,purple
15,145,189,blue
25,11,40,purple
221,172,173,red
203,111,72,orange
180,223,219,blue
233,235,198,yellow
75,156,185,blue
208,132,219,pink
86,36,65,pink
112,94,217,blue
69,10,164,purple
198,199,241,blue
224,222,242,blue
19,93,62,green
124,244,178,green
98,147,203,blue
160,28,83,pink
241,177,179,red
117,163,138,green
22,70,70,blue
82,135,163,blue
251,209,147,orange
160,142,24,yellow
210,70,124,pink
95,38,62,pink
189,153,154,red
64,81,5,green
163,46,87,pink
62,86,70,green
76,130,64,green
177,142,199,purple
195,250,193,green
172,70,190,pink
29,78,74,blue
3,60,216,blue
23,4,52,purple
226,121,168,pink
62,41,10,orange
195,164,127,orange
54,20,77,purple
92,10,68,pink
103,57,162,purple
77,86,57,green
195,151,191,pink
66,46,55,pink
120,120,18,yellow
220,244,243,blue
48,18,21,red
159,40,143,pink
63,13,125,purple
56,5,7,red
231,121,132,red
247,181,247,pink
220,200,244,purple
145,82,209,purple
185,175,34,yellow
88,4,103,pink
38,129,29,green
209,185,228,purple
118,30,89,pink
169,183,158,green
58,176,182,blue
10,133,80,green
158,34,247,purple
5,3,43,blue
67,14,98,purple
17,43,8,green
197,190,208,purple
219,228,250,blue
92,58,45,orange
13,145,27,green
218,246,220,green
30,94,118,blue
178,36,114,pink
70,17,19,red
227,38,57,red
230,196,167,orange
77,76,10,yellow
21,60,11,green
251,238,203,orange
218,225,251,blue
59,135,201,blue
193,225,245,blue
61,87,75,green
252,156,199,pink
68,60,44,orange
220,193,196,red
220,193,197,red
62,152,103,green
224,182,154,orange
87,10,42,pink
142,171,79,green
12,27,29,blue
134,121,231,blue
46,24,185,blue
99,49,135,purple
95,53,57,red
45,6,42,pink
21,127,67,green
230,229,162,yellow
175,209,61,green
151,68,79,red
243,246,49,yellow
125,79,44,orange
137,154,66,green
253,241,206,orange
188,23,196,pink
157,63,69,red
29,28,17,yellow
90,209,252,blue
33,26,41,purple
148,242,141,green
163,123,144,pink
196,115,128,red
115,134,217,blue
253,251,104,yellow
253,249,216,yellow
51,235,5,green
188,82,158,pink
36,20,23,red
220,116,184,pink
13,61,84,blue
158,90,242,purple
219,187,242,purple
35,113,63,green
237,69,94,red
248,139,150,red
235,179,76,orange
170,171,79,yellow
201,182,184,red
197,231,229,blue
244,244,215,yellow
218,195,185,orange
178,155,197,purple
142,215,86,green
184,56,204,pink
236,219,172,orange
238,231,231,red
253,216,233,pink
199,26,89,pink
197,163,135,orange
233,220,222,red
168,167,211,blue
212,37,43,red
248,159,18,orange
63,53,28,orange
253,88,165,pink
209,163,166,red
170,144,187,purple
43,36,3,yellow
103,45,48,red
4,57,19,green
233,155,164,red
76,113,45,green
92,56,60,red
229,213,252,purple
218,185,190,red
239,133,181,pink
123,107,4,yellow
237,239,190,yellow
122,16,244,purple
166,139,182,purple
164,189,153,green
77,76,40,yellow
50,98,92,blue
172,249,133,green
227,160,168,red
187,169,7,yellow
88,155,44,green
118,58,207,purple
189,180,10,yellow
28,187,202,blue
130,156,99,green
205,55,80,red
204,158,174,pink
110,204,97,green
39,73,71,blue
131,212,33,green
253,236,216,orange
95,85,68,orange
160,24,31,red
64,32,91,purple
1,16,228,blue
97,20,61,pink
114,131,218,blue
67,8,130,purple
245,206,184,orange
95,89,7,yellow
146,128,244,blue
79,52,96,purple
209,10,40,red
71,27,75,pink
159,169,15,yellow
58,74,80,blue
33,130,75,green
222,225,76,yellow
110,125,170,blue
52,23,74,purple
28,18,19,red
191,196,248,blue
9,68,123,blue
73,167,73,green
191,86,34,orange
149,108,91,orange
208,174,188,pink
75,159,60,green
252,202,206,red
206,206,243,blue
212,247,218,green
25,190,60,green
33,20,51,purple
141,40,154,pink
56,237,250,blue
151,4,231,purple
84,32,7,orange
139,156,172,blue
209,185,248,purple
50,6,36,pink
191,202,227,blue
56,46,1,yellow
172,2,202,pink
236,4,11,red
129,228,132,green
67,126,163,blue
167,54,2,orange
219,137,107,orange
244,244,199,yellow
14,6,106,blue
224,103,117,red
30,40,47,blue
147,37,119,pink
1,16,45,blue
203,58,169,pink
130,76,205,purple
30,41,35,green
226,218,231,purple
72,216,24,green
42,144,24,green
113,74,186,purple
123,12,228,purple
9,139,85,green
227,237,229,green
43,32,60,purple
238,234,206,yellow
96,47,52,red
128,168,153,green
218,211,195,orange
204,151,211,pink
32,56,10,green
211,49,179,pink
36,5,8,red
50,26,41,pink
80,182,185,blue
167,133,88,orange
211,196,222,purple
116,134,70,green
47,46,14,yellow
234,204,31,yellow
170,127,204,purple
59,206,216,blue
96,128,226,blue
25,164,34,green
229,154,156,red
17,3,38,purple
219,219,240,blue
21,39,12,green
201,156,158,red
108,96,14,yellow
56,41,50,pink
53,39,34,orange
238,123,23,orange
64,38,52,pink
187,235,30,green
167,227,130,green
249,220,248,pink
75,7,12,red
254,244,128,yellow
168,52,69,red
227,201,227,pink
36,41,143,blue
145,145,89,yellow
62,74,43,green
219,143,156,red
207,253,114,green
211,34,172,pink
222,213,145,yellow
90,92,40,yellow
207,186,187,red
205,166,237,purple
242,191,216,pink
82,154,254,blue
62,4,53,pink
154,91,210,purple
133,114,71,orange
175,103,233,purple
84,38,72,pink
159,52,173,pink
76,32,146,purple
247,2,11,red
112,119,8,yellow
104,44,83,pink
154,181,203,blue
184,205,245,blue
93,165,85,green
188,142,225,purple
53,39,79,purple
67,52,15,orange
234,102,184,pink
147,62,67,red
174,19,27,red
102,95,15,yellow
242,223,212,orange
254,179,109,orange
8,18,84,blue
241,232,167,yellow
163,41,61,red
44,98,165,blue
124,233,148,green
39,176,71,green
156,108,218,purple
229,220,221,red
179,175,91,yellow
21,117,11,green
187,124,127,red
120,149,35,green
147,145,21,yellow
221,195,244,purple
4,29,67,blue
237,235,176,yellow
242,212,228,pink
213,246,245,blue
108,19,70,pink
169,254,154,green
190,150,228,purple
109,102,8,yellow
178,205,202,blue
245,224,226,red
172,149,187,purple
83,73,101,purple
255,189,238,pink
120,68,126,pink
37,38,18,yellow
220,122,132,red
96,137,164,blue
68,44,23,orange
162,160,118,yellow
107,19,174,purple
55,21,22,red
61,21,50,pink
151,28,42,red
91,6,17,red
9,35,6,green
172,234,133,green
196,217,216,blue
24,23,64,blue
91,11,23,red
163,240,168,green
98,82,50,orange
195,163,215,purple
231,208,222,pink
196,157,110,orange
39,25,7,orange
244,199,223,pink
20,0,40,purple
244,249,164,yellow
146,109,63,orange
193,233,99,green
105,78,121,purple
158,137,97,orange
73,58,49,orange
104,60,62,red
244,81,16,orange
103,19,27,red
202,218,241,blue
41,66,45,green
38,10,41,pink
138,51,60,red
192,152,221,purple
26,123,4,green
219,207,149,yellow
229,211,205,orange
36,28,15,orange
35,219,225,blue
240,236,132,yellow
114,197,154,green
205,76,190,pink
162,99,47,orange
123,72,177,purple
188,188,26,yellow
119,101,4,yellow
112,61,31,orange
24,45,11,green
40,240,154,green
220,76,93,red
149,243,181,green
58,34,47,pink
113,141,22,green
191,122,90,orange
206,248,225,green
143,214,143,green
131,171,79,green
171,87,244,purple
38,39,7,yellow
86,73,47,orange
227,130,206,pink
218,144,154,red
249,200,204,red
50,62,108,blue
107,46,148,purple
76,183,246,blue
99,67,54,orange
181,124,228,purple
188,178,47,yellow
69,17,36,pink
239,31,48,red
61,136,179,blue
230,206,71,yellow
66,1,188,purple
242,104,24,orange
89,67,107,purple
245,234,219,orange
212,196,197,red
232,210,192,orange
201,215,126,green
219,179,206,pink
76,68,1,yellow
222,207,215,pink
123,64,196,purple
84,81,112,blue
207,125,138,red
240,213,235,pink
94,78,69,orange
204,161,227,purple
46,31,15,orange
13,34,38,blue
32,10,36,pink
185,69,247,purple
221,121,34,orange
46,31,33,red
209,163,239,purple
105,73,78,red
27,22,34,purple
110,233,93,green
34,68,64,blue
14,43,3,green
120,165,128,green
117,42,192,purple
158,158,250,blue
253,228,83,yellow
134,54,135,pink
141,85,175,purple
173,140,103,orange
161,130,211,purple
36,10,22,pink
184,137,155,pink
176,54,99,pink
175,90,94,red
240,237,229,orange
252,186,240,pink
229,87,146,pink
232,160,105,orange
249,205,231,pink
5,214,33,green
88,84,50,yellow
235,220,249,purple
145,8,109,pink
174,30,54,red
171,3,168,pink
13,120,25,green
71,143,194,blue
116,115,78,yellow
246,111,120,red
193,21,81,pink
61,109,28,green
38,115,68,green
35,20,46,purple
50,6,9,red
182,229,169,green
116,4,236,purple
161,20,173,pink
47,202,184,blue
100,68,18,orange
231,218,218,red
43,44,28,yellow
184,205,229,blue
134,118,162,purple
107,36,62,pink
147,108,111,red
217,237,212,green
184,183,240,blue
99,49,70,pink
70,50,37,orange
182,189,81,yellow
221,130,19,orange
246,116,131,red
34,8,64,purple
247,249,210,yellow
11,65,11,green
190,192,89,yellow
196,79,95,red
34,35,26,green
152,11,128,pink
210,141,112,orange
168,239,133,green
141,134,63,yellow
118,69,10,orange
61,143,83,green
190,195,249,blue
32,9,10,red
132,81,51,orange
102,5,73,pink
183,178,154,yellow
191,83,253,purple
133,120,20,yellow
72,67,15,yellow
54,17,47,pink
244,216,194,orange
247,217,244,pink
207,197,119,yellow
45,149,169,blue
51,36,38,red
62,29,48,pink
251,213,241,pink
21,239,97,green
84,113,19,green
188,166,1,yellow
232,201,203,red
212,223,58,yellow
226,228,185,yellow
190,222,243,blue
233,234,210,yellow
29,171,7,green
136,208,241,blue
61,57,96,blue
251,111,118,red
107,192,93,green
139,248,177,green
169,164,132,yellow
248,207,185,orange
54,140,64,green
227,108,22,orange
37,60,57,blue
203,247,161,green
253,165,219,pink
225,173,219,pink
167,170,205,blue
96,240,152,green
87,59,109,purple
223,112,22,orange
112,99,136,purple
234,11,18,red
247,190,85,orange
151,68,99,pink
16,46,50,blue
243,211,215,red
165,3,73,pink
216,44,61,red
195,107,250,purple
46,132,76,green
36,96,194,blue
203,251,188,green
25,15,82,blue
174,137,157,pink
200,186,95,yellow
202,177,236,purple
194,169,234,purple
234,218,98,yellow
197,128,249,purple
224,211,205,orange
215,254,251,blue
12,22,34,blue
171,63,248,purple
178,173,36,yellow
225,122,175,pink
232,89,99,red
102,61,101,pink
233,134,144,red
238,211,226,pink
228,195,197,red
235,233,224,yellow
33,8,28,pink
55,30,22,orange
67,58,40,orange
222,79,207,pink
109,208,171,green
243,248,175,yellow
206,226,227,blue
222,130,199,pink
158,26,39,red
198,225,203,green
199,189,214,purple
167,165,253,blue
208,159,188,pink
215,248,206,green
45,29,6,orange
61,179,65,green
241,9,28,red
195,65,74,red
241,242,217,yellow
24,17,29,purple
215,193,197,red
21,13,33,purple
11,36,5,green
202,247,218,green
193,190,129,yellow
212,105,43,orange
236,116,184,pink
112,140,64,green
55,57,10,yellow
206,146,34,orange
228,219,230,pink
154,150,106,yellow
49,94,49,green
35,14,72,purple
234,97,104,red
161,163,51,yellow
97,61,97,pink
227,125,132,red
8,39,73,blue
214,164,170,red
137,128,77,yellow
179,213,244,blue
61,42,76,purple
218,218,164,yellow
2,106,116,blue
123,213,206,blue
54,101,114,blue
111,111,37,yellow
157,96,195,purple
126,165,115,green
222,186,189,red
129,9,75,pink
176,211,146,green
52,59,70,blue
240,20,196,pink
201,130,136,red
150,186,140,green
176,170,233,blue
179,143,148,red
188,105,78,orange
65,39,109,purple
78,92,30,green
231,162,24,orange
194,153,156,red
181,149,244,purple
165,223,149,green
254,210,215,red
104,142,93,green
140,110,166,purple
94,242,54,green
186,88,38,orange
228,183,98,orange
74,165,165,blue
193,168,209,purple
35,112,103,blue
15,51,19,green
68,49,23,orange
138,102,204,purple
100,177,232,blue
146,59,252,purple
122,27,222,purple
103,69,40,orange
51,72,25,green
96,197,2,green
163,72,82,red
68,39,109,purple
153,155,65,yellow
161,95,48,orange
127,19,251,purple
199,139,72,orange
128,21,249,purple
162,129,158,pink
221,95,202,pink
247,247,186,yellow
88,40,184,purple
80,17,26,red
64,52,76,purple
213,108,124,red
145,73,238,purple
236,205,238,pink
178,127,108,orange
91,92,66,yellow
216,121,211,pink
246,243,187,yellow
188,53,192,pink
172,210,91,green
97,41,76,pink
196,161,187,pink
36,30,41,purple
213,185,196,pink
111,117,179,blue
222,115,165,pink
116,162,113,green
163,209,189,green
53,92,95,blue
250,215,163,orange
230,178,158,orange
183,139,36,orange
141,57,27,orange
105,102,53,yellow
233,28,48,red
43,42,101,blue
48,3,45,pink
242,141,206,pink
64,18,48,pink
185,170,70,yellow
83,29,149,purple
127,188,21,green
29,73,39,green
220,222,186,yellow
122,1,15,red
169,234,174,green
104,36,229,purple
62,179,30,green
33,23,27,pink
251,208,246,pink
191,176,212,purple
165,146,120,orange
36,10,28,pink
28,99,160,blue
239,179,26,orange
27,16,35,purple
219,251,219,green
128,96,154,purple
